Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-301107_159610_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-05-26,11:39:00,CST,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Kjeldahl nitrogen,,,as N,Total,,,,,,,,,,,,,,,,,,,STORET-911666458,.647,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.3240,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Wed Jun 16 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3),Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-305608_161612_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-08-04,11:36:00,CDT,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Orthophosphate,,14265-44-2,as P,Dissolved,,,,,,,,,,,,,,,,,,,STORET-929694631,.068,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0040,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Thu Aug 05 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,ORTHOPHOSPHATE,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11088,SHRT5-GW,Well,GSA groundwater well near ADEM station SHRT-5,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.1856000000,-86.2589000000,NAD83,33.1856,-86.2589,NAD83,0,21AWIC-305612_161613_173,,Sample-Routine,Water,,,,,21AWIC,,33.1856000000,-86.2589000000,,,,,,,,,,2021-08-04,11:06:00,CDT,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Phosphorus,,7723-14-0,as P,Total,,,,,,,,,,,,,,,,,,,STORET-929694654,.024,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0050,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Fri Aug 20 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,"TOTAL PHOSPHORUS, MIXED FORMS",Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-306466_162987_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-09-15,12:58:00,CDT,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Ammonia-nitrogen,,,as N,Total,,,,,,,,,,,,,,,,,,,STORET-929697667,.319,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0460,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Tue Sep 21 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,AMMONIA,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11088,SHRT5-GW,Well,GSA groundwater well near ADEM station SHRT-5,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.1856000000,-86.2589000000,NAD83,33.1856,-86.2589,NAD83,0,21AWIC-298930_159426_173,,Sample-Routine,Water,,,,,21AWIC,,33.1856000000,-86.2589000000,,,,,,,,,,2021-04-14,10:24:00,CST,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Kjeldahl nitrogen,,,as N,Total,,,,,,,,,,,,,,,,,,,STORET-907429803,.616,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.3240,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Thu Apr 29 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3),Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11088,SHRT5-GW,Well,GSA groundwater well near ADEM station SHRT-5,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.1856000000,-86.2589000000,NAD83,33.1856,-86.2589,NAD83,0,21AWIC-305612_161613_173,,Sample-Routine,Water,,,,,21AWIC,,33.1856000000,-86.2589000000,,,,,,,,,,2021-08-04,11:06:00,CDT,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Orthophosphate,,14265-44-2,as P,Dissolved,,,,,,,,,,,,,,,,,,,STORET-929694653,.009,mg/L,J;U,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0040,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Thu Aug 05 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,ORTHOPHOSPHATE,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11088,SHRT5-GW,Well,GSA groundwater well near ADEM station SHRT-5,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.1856000000,-86.2589000000,NAD83,33.1856,-86.2589,NAD83,0,21AWIC-303785_161104_173,,Sample-Routine,Water,,,,,21AWIC,,33.1856000000,-86.2589000000,,,,,,,,,,2021-07-07,10:43:00,CDT,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Orthophosphate,,14265-44-2,as P,Dissolved,,,,,,,,,,,,,,,,,,,STORET-918016622,.019,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0040,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Thu Jul 08 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,ORTHOPHOSPHATE,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-302750_160132_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-06-16,11:50:00,CST,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Orthophosphate,,14265-44-2,as P,Dissolved,,,,,,,,,,,,,,,,,,,STORET-911669899,.072,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0040,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Thu Jun 17 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,ORTHOPHOSPHATE,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-298926_159425_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-04-14,11:14:00,CST,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Orthophosphate,,14265-44-2,as P,Dissolved,,,,,,,,,,,,,,,,,,,STORET-907429776,.087,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0040,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Thu Apr 15 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,ORTHOPHOSPHATE,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-305608_161612_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-08-04,11:36:00,CDT,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,,,as N,Inorganic,,,,,,,,,,,,,,,,,,,STORET-929694630,.014,mg/L,J;U,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0030,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Wed Aug 11 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,NITRATE + NITRITE,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-298926_159425_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-04-14,11:14:00,CST,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Kjeldahl nitrogen,,,as N,Total,,,,,,,,,,,,,,,,,,,STORET-907429780,.871,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.3240,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Thu Apr 29 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3),Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11088,SHRT5-GW,Well,GSA groundwater well near ADEM station SHRT-5,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.1856000000,-86.2589000000,NAD83,33.1856,-86.2589,NAD83,0,21AWIC-303785_161104_173,,Sample-Routine,Water,,,,,21AWIC,,33.1856000000,-86.2589000000,,,,,,,,,,2021-07-07,10:43:00,CDT,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,Not Detected,Ammonia-nitrogen,,,as N,Total,,,,,,,,,,,,,,,,,,,STORET-918016620,,,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0460,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Tue Jul 20 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,AMMONIA,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-309202_163412_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-10-13,11:37:00,CDT,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Ammonia-nitrogen,,,as N,Total,,,,,,,,,,,,,,,,,,,STORET-929699137,.609,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0460,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Tue Oct 19 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,AMMONIA,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11088,SHRT5-GW,Well,GSA groundwater well near ADEM station SHRT-5,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.1856000000,-86.2589000000,NAD83,33.1856,-86.2589,NAD83,0,21AWIC-298930_159426_173,,Sample-Routine,Water,,,,,21AWIC,,33.1856000000,-86.2589000000,,,,,,,,,,2021-04-14,10:24:00,CST,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,,,as N,Inorganic,,,,,,,,,,,,,,,,,,,STORET-907429798,.838,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0030,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Tue Apr 20 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,NITRATE + NITRITE,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-297716_158553_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-03-10,12:13:00,CST,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Orthophosphate,,14265-44-2,as P,Dissolved,,,,,,,,,,,,,,,,,,,STORET-900959118,.009,mg/L,J;U,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0040,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Thu Mar 11 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,ORTHOPHOSPHATE,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11088,SHRT5-GW,Well,GSA groundwater well near ADEM station SHRT-5,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.1856000000,-86.2589000000,NAD83,33.1856,-86.2589,NAD83,0,21AWIC-309206_163414_173,,Sample-Routine,Water,,,,,21AWIC,,33.1856000000,-86.2589000000,,,,,,,,,,2021-10-13,11:08:00,CDT,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,,,as N,Inorganic,,,,,,,,,,,,,,,,,,,STORET-929699160,.034,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0030,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Tue Nov 02 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,NITRATE + NITRITE,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-306466_162987_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-09-15,12:58:00,CDT,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,Not Detected,Kjeldahl nitrogen,,,as N,Total,,,,,,,,,,,,,,,,,,,STORET-929697673,,,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.3240,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Fri Sep 24 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,TOTAL KJELDAHL NITROGEN (ORGANIC N & NH3),Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-301107_159610_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-05-26,11:39:00,CST,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,Not Detected,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,,,as N,Inorganic,,,,,,,,,,,,,,,,,,,STORET-911666453,,,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0030,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Wed Jun 09 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,NITRATE + NITRITE,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
21AWIC,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,"[""1020""]","[""CY2021 SURFACE WATER QUALITY SAMPLING PLAN""]",,,,,21AWIC-11087,SHRT1-GW,Well,GSA groundwater well near ADEM station SHRT-1,Alabama,United States,Talladega,US,AL,121,03150107,031501070104,,,33.2121000000,-86.2732000000,NAD83,33.2121,-86.2732,NAD83,0,21AWIC-302750_160132_173,,Sample-Routine,Water,,,,,21AWIC,,33.2121000000,-86.2732000000,,,,,,,,,,2021-06-16,11:50:00,CST,,,,,,SURFACE,,,,,,2,21AWIC,ADEM SOPs-2000 Series-Surface Water,,,Water Sampler (Other),,,,,,,,,,,,,,,,,,,,Ammonia-nitrogen,,,as N,Total,,,,,,,,,,,,,,,,,,,STORET-911669897,.308,mg/L,,Final,,,Actual,,,,,,,,,,,Method Detection Level,0.0460,mg/L,,,,,,,,,,,,,,,,,,,ADEM - CENTRAL LAB,Fri Jun 25 00:00:00 GMT 2021,,,,,,,,,,,,,,,,,,,,,,STORET,AMMONIA,Nutrient,*State Government US,Fri Jan 31 08:59:46 GMT 2025,,
